,Label,Msg
1785,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
1786,ham,I dun believe u. I thk u told him.
1787,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
1788,ham,Yes:)sura in sun tv.:)lol.
1789,ham,Arun can u transfr me d amt
1790,ham,Takin a shower now but yeah I'll leave when I'm done
1791,ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
1792,ham,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
1793,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
1794,ham,You bad girl. I can still remember them
1795,ham,How much i gave to you. Morning.
1796,ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
1797,ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
1798,ham,Can i get your opinion on something first?
1799,ham,That one week leave i put know that time. Why.
1800,ham,"If we hit it off, you can move in with me :)"
1801,ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
1802,ham,I wanna watch that movie
1803,ham,Ok lor thanx... Ü in school?
1804,ham,I'm in class. Did you get my text.
1805,ham,The bus leaves at  &lt;#&gt;
1806,ham,God bless.get good sleep my dear...i will pray!
1807,spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
1808,ham,Do have a nice day today. I love you so dearly.
1809,ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
1810,ham,"Aight, I'll ask a few of my roommates"
1811,ham,"Now, whats your house # again ? And do you have any beer there ?"
1812,ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
1813,ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
1814,ham,Yes we are chatting too.
1815,ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
1816,ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
1817,ham,Are you going to write ccna exam this week??
1818,ham,Well i will watch shrek in 3D!!B)
1819,ham,Am i that much dirty fellow?
1820,ham,Dunno dat's wat he told me. Ok lor...
1821,ham,I'll probably be by tomorrow (or even later tonight if something's going on)
1822,ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
1823,ham,If you're thinking of lifting me one then no.
1824,ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
1825,ham,Sent me ur email id soon
1826,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
1827,ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
1828,ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
1829,ham,May i call You later Pls
1830,spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
1831,ham,That's the way you should stay oh.
1832,ham,Hello- thanx for taking that call. I got a job! Starts on monday!
1833,ham,What time is ur flight tmr?
1834,ham,When should I come over?
1835,ham,I have a rather prominent bite mark on my right cheek
1836,ham,* Will be september by then!
1837,ham,Are you wet right now?
1838,ham,And how's your husband.
1839,spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
1840,ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
1841,ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
1842,ham,I am in your office na.
1843,ham,Are you comingdown later?
1844,ham,Super da:)good replacement for murali
1845,ham,Da is good good player.why he is unsold.
1846,ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
1847,ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
1848,spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
1849,ham,I dont want to hear philosophy. Just say what happen
1850,ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
1851,ham,Then cant get da laptop? My matric card wif ü lei...
1852,ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
1853,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate"
1854,ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
1855,ham,They did't play one day last year know even though they have very good team.. Like india.
1856,ham,K.:)you are the only girl waiting in reception ah?
1857,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
1858,ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
1859,ham,"Sir, i am waiting for your call."
1860,ham,What's up. Do you want me to come online?
1861,ham,"It could work, we'll reach a consensus at the next meeting"
1862,ham,Aiyah then i wait lor. Then u entertain me. Hee...
1863,ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
1864,ham,I'll let you know when it kicks in
1865,ham,You call him now ok i said call him
1866,ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
1867,ham,Or ü go buy wif him then i meet ü later can?
1868,ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
1869,ham,Today my system sh get ready.all is well and i am also in the deep well
1870,ham,Mom wants to know where you at
1871,ham,"Aight, I'll text you when I'm back"
1872,ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
1873,ham,Oh ok i didnt know what you meant. Yep i am baby jontin
1874,spam,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
1875,spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
1876,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
1877,ham,Watching tv now. I got new job :)
1878,ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!
1879,ham,I AM AT A PARTY WITH ALEX NICHOLS
1880,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
1881,ham,Just seeing your missed call my dear brother. Do have a gr8 day.
1882,ham,Ok.. Ü finishing soon?
1883,ham,"Sorry, I can't help you on this."
1884,ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
1885,ham,I love your ass! Do you enjoy doggy style? :)
1886,ham,I think asking for a gym is the excuse for lazy people. I jog.
1887,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
1888,spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
1889,ham,No. On the way home. So if not for the long dry spell the season would have been over
1890,ham,I gotta collect da car at 6 lei.
1891,ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
1892,ham,Probably earlier than that if the station's where I think it is
1893,spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
1894,ham,Good Morning plz call me sir
1895,spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
1896,ham,"Uh, heads up we don't have THAT much left"
1897,ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
1898,ham,"Aight, sounds good. When do you want me to come down?"
1899,ham,Wat would u like 4 ur birthday?
1900,ham,I love working from home :)
1901,ham,And miss vday the parachute and double coins??? U must not know me very well...
1902,ham,"Sorry, I'll call later"
1903,ham,My sister got placed in birla soft da:-)
1904,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
1905,ham,Wah... Okie okie... Muz make use of e unlimited... Haha...
1906,ham,"There're some people by mu, I'm at the table by lambda"
1907,ham,And stop being an old man. You get to build snowman snow angels and snowball fights.
1908,ham,ELLO BABE U OK?
1909,ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u
1910,ham,Then u going ikea str aft dat?
1911,ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
1912,ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
1913,ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
1914,ham,You want to go?
1915,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
1916,ham,Its not that time of the month nor mid of the time?
1917,ham,Fffff. Can you text kadeem or are you too far gone
1918,ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
1919,ham,Is fujitsu s series lifebook good?
1920,ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
1921,ham,Dont know you bring some food
1922,ham,No current and food here. I am alone also
1923,ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
1924,ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
1925,ham,Ok
1926,ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
1927,ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
1928,ham,Omg it could snow here tonite!
1929,spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
1930,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
1931,ham,Carry on not disturbing both of you
1932,ham,What pa tell me.. I went to bath:-)
1933,ham,Jus finished avatar nigro
1934,ham,R u over scratching it?
